Trial-ID,Status,Iteration,batch_size,dense_units_1,dense_units_2,dense_units_3,dropout_0,dropout_1,dropout_2,learning_rate,Objective,accuracy,auc,loss
1,INTERMEDIATE,0,256,287,247,314,0.3273135676666452,0.44102729619474523,0.3870228658707517,0.0005443273567174438,0.7404069304466248,0.7137466669082642,0.7404069304466248,0.5870500802993774
1,INTERMEDIATE,1,256,287,247,314,0.3273135676666452,0.44102729619474523,0.3870228658707517,0.0005443273567174438,0.7664674520492554,0.715773344039917,0.7664674520492554,0.5758896470069885
1,INTERMEDIATE,2,256,287,247,314,0.3273135676666452,0.44102729619474523,0.3870228658707517,0.0005443273567174438,0.7740005850791931,0.7185999751091003,0.7740005850791931,0.5711819529533386
1,INTERMEDIATE,3,256,287,247,314,0.3273135676666452,0.44102729619474523,0.3870228658707517,0.0005443273567174438,0.7802543044090271,0.7192400097846985,0.7802543044090271,0.5719446539878845
1,INTERMEDIATE,4,256,287,247,314,0.3273135676666452,0.44102729619474523,0.3870228658707517,0.0005443273567174438,0.785220205783844,0.7198933362960815,0.785220205783844,0.5640897750854492
1,INTERMEDIATE,5,256,287,247,314,0.3273135676666452,0.44102729619474523,0.3870228658707517,0.0005443273567174438,0.7874605655670166,0.7212533354759216,0.7874605655670166,0.5622810125350952
1,INTERMEDIATE,6,256,287,247,314,0.3273135676666452,0.44102729619474523,0.3870228658707517,0.0005443273567174438,0.7917108535766602,0.7251200079917908,0.7917108535766602,0.5569755434989929
1,INTERMEDIATE,7,256,287,247,314,0.3273135676666452,0.44102729619474523,0.3870228658707517,0.0005443273567174438,0.7952072024345398,0.7259600162506104,0.7952072024345398,0.5552825331687927
1,INTERMEDIATE,8,256,287,247,314,0.3273135676666452,0.44102729619474523,0.3870228658707517,0.0005443273567174438,0.800969123840332,0.7287466526031494,0.800969123840332,0.5484610199928284
1,INTERMEDIATE,9,256,287,247,314,0.3273135676666452,0.44102729619474523,0.3870228658707517,0.0005443273567174438,0.80743408203125,0.7352533340454102,0.80743408203125,0.5382556319236755
1,INTERMEDIATE,10,256,287,247,314,0.3273135676666452,0.44102729619474523,0.3870228658707517,0.0005443273567174438,0.8102177381515503,0.7379999756813049,0.8102177381515503,0.5352145433425903
1,INTERMEDIATE,11,256,287,247,314,0.3273135676666452,0.44102729619474523,0.3870228658707517,0.0005443273567174438,0.8153395056724548,0.728106677532196,0.8153395056724548,0.5548198223114014
1,INTERMEDIATE,12,256,287,247,314,0.3273135676666452,0.44102729619474523,0.3870228658707517,0.0005443273567174438,0.8198467493057251,0.7302666902542114,0.8198467493057251,0.5581679344177246
1,INTERMEDIATE,13,256,287,247,314,0.3273135676666452,0.44102729619474523,0.3870228658707517,0.0005443273567174438,0.826299786567688,0.7470133304595947,0.826299786567688,0.5267302989959717
